id,år,runde,dato,H,U,HM,UM,Tilskuere,Sejr,Hsejr,Usejr,Uafgjort
896,1996/1997,4,8/11/1996,VFF,SIF,3,1,2039,1,1,0,0
897,1996/1997,5,8/16/1996,AGF,LBK,3,4,5772,3,0,1,0
898,1996/1997,5,8/16/1996,OB,BIF,1,2,7513,3,0,1,0
899,1996/1997,5,8/16/1996,SIF,VB,2,0,3087,1,1,0,0
900,1996/1997,5,8/18/1996,FCK,VFF,1,1,5657,2,0,0,1
901,1996/1997,6,8/25/1996,HER,HVI,1,0,1177,1,1,0,0
902,1996/1997,5,8/18/1996,AaB,HER,4,0,7175,1,1,0,0
903,1996/1997,6,8/25/1996,AB,SIF,2,3,842,3,0,1,0
904,1996/1997,6,8/25/1996,AGF,FCK,3,1,8391,1,1,0,0
905,1996/1997,6,8/25/1996,BIF,AaB,2,0,14082,1,1,0,0
906,1996/1997,2,9/1/1996,SIF,HVI,1,1,2997,2,0,0,1
907,1996/1997,6,8/25/1996,LBK,OB,2,1,1464,1,1,0,0
908,1996/1997,6,8/25/1996,VB,VFF,1,1,2701,2,0,0,1
909,1996/1997,7,9/6/1996,BIF,HVI,1,1,10357,2,0,0,1
910,1996/1997,7,9/6/1996,OB,AGF,1,0,3893,1,1,0,0
911,1996/1997,7,9/6/1996,SIF,HER,0,2,2192,3,0,1,0
912,1996/1997,7,9/6/1996,AaB,LBK,2,0,8025,1,1,0,0
913,1996/1997,7,9/8/1996,FCK,VB,0,0,6108,2,0,0,1
914,1996/1997,7,9/8/1996,VFF,AB,1,1,1481,2,0,0,1
915,1996/1997,8,9/15/1996,AB,VB,0,3,884,3,0,1,0
916,1996/1997,8,9/15/1996,AGF,AaB,6,1,11240,1,1,0,0
917,1996/1997,8,9/15/1996,BIF,SIF,2,1,12091,1,1,0,0
918,1996/1997,8,9/15/1996,HER,VFF,0,1,1038,3,0,1,0
919,1996/1997,8,9/15/1996,LBK,HVI,1,0,1615,1,1,0,0
920,1996/1997,8,9/15/1996,OB,FCK,3,3,5001,2,0,0,1
921,1996/1997,9,9/20/1996,SIF,LBK,1,1,2191,2,0,0,1
922,1996/1997,9,9/20/1996,VFF,BIF,0,1,6273,3,0,1,0
923,1996/1997,9,9/20/1996,AaB,OB,2,1,8050,1,1,0,0
924,1996/1997,9,9/22/1996,FCK,AB,1,1,5748,2,0,0,1
925,1996/1997,9,9/22/1996,HVI,AGF,3,2,2295,1,1,0,0
926,1996/1997,9,9/22/1996,VB,HER,0,0,2520,2,0,0,1
927,1996/1997,10,9/29/1996,AGF,SIF,6,1,6688,1,1,0,0
928,1996/1997,10,9/29/1996,BIF,VB,1,2,9550,3,0,1,0
929,1996/1997,10,9/29/1996,HER,AB,2,1,812,1,1,0,0
930,1996/1997,10,9/29/1996,LBK,VFF,0,3,663,3,0,1,0
931,1996/1997,10,9/29/1996,OB,HVI,2,1,1847,1,1,0,0
932,1996/1997,10,9/29/1996,AaB,FCK,2,0,7850,1,1,0,0
933,1996/1997,11,10/2/1996,FCK,HER,0,1,3883,3,0,1,0
934,1996/1997,11,10/4/1996,AB,BIF,1,1,4784,2,0,0,1
935,1996/1997,11,10/4/1996,HVI,AaB,1,2,1846,3,0,1,0
936,1996/1997,11,10/4/1996,VB,LBK,2,2,3055,2,0,0,1
937,1996/1997,11,10/4/1996,VFF,AGF,2,5,4730,3,0,1,0
938,1996/1997,11,10/6/1996,SIF,OB,2,2,3128,2,0,0,1
1001,1996/1997,12,10/11/1996,BIF,OB,1,2,10955,3,0,1,0
1002,1996/1997,12,10/13/1996,HER,AaB,4,2,1583,1,1,0,0
1003,1996/1997,12,10/13/1996,LBK,AGF,3,1,1852,1,1,0,0
1004,1996/1997,12,10/13/1996,SIF,AB,3,3,2544,2,0,0,1
1005,1996/1997,12,10/13/1996,VB,FCK,3,0,4222,1,1,0,0
1006,1996/1997,12,10/13/1996,VFF,HVI,1,1,1463,2,0,0,1
1007,1996/1997,13,10/20/1996,AGF,VFF,5,0,7465,1,1,0,0
1008,1996/1997,13,10/20/1996,FCK,BIF,1,2,28491,3,0,1,0
1009,1996/1997,13,10/20/1996,HVI,HER,0,1,5789,3,0,1,0
1010,1996/1997,13,10/20/1996,LBK,AB,3,2,1330,1,1,0,0
1011,1996/1997,13,10/20/1996,OB,SIF,6,0,4642,1,1,0,0
1012,1996/1997,13,10/20/1996,AaB,VB,2,0,8775,1,1,0,0
1013,1996/1997,14,10/25/1996,BIF,AaB,2,2,13528,2,0,0,1
1014,1996/1997,14,10/27/1996,AB,OB,2,2,1452,2,0,0,1
1015,1996/1997,14,10/27/1996,HER,AGF,0,1,3038,3,0,1,0
1016,1996/1997,14,10/27/1996,SIF,FCK,1,1,3575,2,0,0,1
1017,1996/1997,14,10/27/1996,VB,HVI,3,3,2542,2,0,0,1
1018,1996/1997,14,10/27/1996,VFF,LBK,1,1,1208,2,0,0,1
1019,1996/1997,15,11/3/1996,AGF,VB,2,1,9421,1,1,0,0
1020,1996/1997,15,11/3/1996,FCK,AB,2,0,6429,1,1,0,0
1021,1996/1997,15,11/3/1996,HVI,BIF,2,3,8052,3,0,1,0
1022,1996/1997,15,11/3/1996,LBK,OB,1,4,2335,3,0,1,0
1023,1996/1997,15,11/3/1996,VFF,HER,2,0,1129,1,1,0,0
1024,1996/1997,15,11/3/1996,AaB,SIF,0,0,7875,2,0,0,1
1025,1996/1997,16,11/6/1996,AB,AaB,3,1,585,1,1,0,0
1026,1996/1997,16,11/6/1996,BIF,AGF,2,1,12702,1,1,0,0
1027,1996/1997,16,11/6/1996,HER,LBK,0,3,1002,3,0,1,0
1028,1996/1997,16,11/6/1996,OB,FCK,4,1,4602,1,1,0,0
1029,1996/1997,16,11/6/1996,SIF,HVI,3,0,1750,1,1,0,0
1030,1996/1997,16,11/6/1996,VB,VFF,2,2,1822,2,0,0,1
1031,1996/1997,17,11/15/1996,VFF,BIF,1,1,3831,2,0,0,1
1032,1996/1997,17,11/17/1996,AGF,SIF,2,2,10551,2,0,0,1
1033,1996/1997,17,11/17/1996,HER,VB,3,0,951,1,1,0,0
1034,1996/1997,17,11/17/1996,HVI,AB,1,1,5083,2,0,0,1
1035,1996/1997,17,11/17/1996,LBK,FCK,2,0,3852,1,1,0,0
1036,1996/1997,17,11/17/1996,AaB,OB,1,1,7700,2,0,0,1
1037,1996/1997,18,11/24/1996,AB,AGF,1,1,1276,2,0,0,1
1038,1996/1997,18,11/24/1996,BIF,HER,1,3,13173,3,0,1,0
1039,1996/1997,18,11/24/1996,FCK,AaB,1,1,6968,2,0,0,1
1040,1996/1997,18,11/24/1996,OB,HVI,0,2,4617,3,0,1,0
1041,1996/1997,18,11/24/1996,SIF,VFF,0,0,4766,2,0,0,1
1042,1996/1997,18,11/24/1996,VB,LBK,4,1,1982,1,1,0,0
1043,1996/1997,19,3/14/1997,VB,BIF,3,0,7531,1,1,0,0
1044,1996/1997,19,3/16/1997,AGF,OB,2,2,12988,2,0,0,1
1045,1996/1997,19,3/16/1997,HER,SIF,1,1,1524,2,0,0,1
1046,1996/1997,19,3/16/1997,HVI,FCK,0,2,6204,3,0,1,0
1047,1996/1997,19,3/16/1997,LBK,AaB,0,2,2773,3,0,1,0
1048,1996/1997,19,3/16/1997,VFF,AB,0,1,2147,3,0,1,0
1049,1996/1997,20,3/21/1997,FCK,AGF,1,1,6775,2,0,0,1
1050,1996/1997,20,3/23/1997,AB,HER,2,2,1150,2,0,0,1
1051,1996/1997,20,3/23/1997,BIF,LBK,2,0,13526,1,1,0,0
1052,1996/1997,20,3/23/1997,AaB,HVI,1,2,6950,3,0,1,0
1053,1996/1997,20,4/1/1997,SIF,VB,1,1,3978,2,0,0,1
1054,1996/1997,20,4/2/1997,OB,VFF,2,1,2991,1,1,0,0
1055,1996/1997,21,4/4/1997,BIF,SIF,2,2,9137,2,0,0,1
1056,1996/1997,21,4/6/1997,AGF,AaB,0,1,14098,3,0,1,0
1057,1996/1997,21,4/6/1997,HER,OB,1,1,1616,2,0,0,1
1058,1996/1997,21,4/6/1997,VFF,FCK,1,0,1331,1,1,0,0
1059,1996/1997,21,4/8/1997,LBK,HVI,2,1,1253,1,1,0,0
1060,1996/1997,21,4/8/1997,VB,AB,1,0,2440,1,1,0,0
1061,1996/1997,22,4/11/1997,OB,VB,0,2,3306,3,0,1,0
1062,1996/1997,22,4/13/1997,AB,BIF,2,2,4986,2,0,0,1
1063,1996/1997,22,4/13/1997,FCK,HER,1,1,6392,2,0,0,1
1064,1996/1997,22,4/13/1997,HVI,AGF,2,2,1855,2,0,0,1
1065,1996/1997,22,4/13/1997,SIF,LBK,3,1,2494,1,1,0,0
1066,1996/1997,22,4/13/1997,AaB,VFF,3,1,8135,1,1,0,0
1067,1996/1997,23,4/18/1997,AaB,LBK,0,0,8125,2,0,0,1
1068,1996/1997,23,4/20/1997,AB,VFF,3,1,1311,1,1,0,0
1069,1996/1997,23,4/20/1997,BIF,VB,2,0,10940,1,1,0,0
1070,1996/1997,23,4/20/1997,FCK,HVI,1,0,6874,1,1,0,0
1071,1996/1997,23,4/20/1997,OB,AGF,1,1,4540,2,0,0,1
1072,1996/1997,23,4/20/1997,SIF,HER,1,0,2944,1,1,0,0
1073,1996/1997,24,4/25/1997,AGF,FCK,2,1,10401,1,1,0,0
1074,1996/1997,24,4/25/1997,HER,AB,4,1,1652,1,1,0,0
1075,1996/1997,24,4/25/1997,HVI,AaB,1,1,1833,2,0,0,1
1076,1996/1997,24,4/25/1997,VFF,OB,3,5,2054,3,0,1,0
1077,1996/1997,24,4/25/1997,LBK,BIF,2,0,8359,1,1,0,0
1078,1996/1997,24,4/27/1997,VB,SIF,2,1,4638,1,1,0,0
1079,1996/1997,25,5/2/1997,AaB,AGF,1,1,10775,2,0,0,1
1080,1996/1997,25,5/4/1997,AB,VB,2,3,1894,3,0,1,0
1081,1996/1997,25,5/4/1997,FCK,VFF,2,1,6201,1,1,0,0
1082,1996/1997,25,5/4/1997,HVI,LBK,2,2,1937,2,0,0,1
1083,1996/1997,25,5/4/1997,OB,HER,2,3,3659,3,0,1,0
1084,1996/1997,25,5/4/1997,SIF,BIF,2,2,8791,2,0,0,1
1085,1996/1997,26,5/9/1997,VFF,AaB,1,0,3493,1,1,0,0
1086,1996/1997,26,5/11/1997,AGF,HVI,3,2,7400,1,1,0,0
1087,1996/1997,26,5/11/1997,BIF,AB,3,2,11856,1,1,0,0
1088,1996/1997,26,5/11/1997,HER,FCK,4,0,3297,1,1,0,0
1089,1996/1997,26,5/11/1997,LBK,SIF,1,4,1548,3,0,1,0
1090,1996/1997,26,5/11/1997,VB,OB,4,1,5513,1,1,0,0
1091,1996/1997,27,5/15/1997,AB,SIF,4,3,1350,1,1,0,0
1092,1996/1997,27,5/15/1997,AGF,LBK,4,2,8425,1,1,0,0
1093,1996/1997,27,5/15/1997,FCK,VB,1,1,6289,2,0,0,1
1094,1996/1997,27,5/15/1997,HVI,VFF,0,0,1676,2,0,0,1
1095,1996/1997,27,5/15/1997,OB,BIF,0,3,6379,3,0,1,0
1096,1996/1997,27,5/15/1997,AaB,HER,0,1,6975,3,0,1,0
1097,1996/1997,28,5/19/1997,AB,LBK,2,2,2778,2,0,0,1
1098,1996/1997,28,5/19/1997,BIF,FCK,2,0,17712,1,1,0,0
1099,1996/1997,28,5/19/1997,HER,HVI,4,3,2466,1,1,0,0
1100,1996/1997,28,5/19/1997,SIF,OB,2,1,4385,1,1,0,0
1101,1996/1997,28,5/19/1997,VB,AaB,2,0,7509,1,1,0,0
1102,1996/1997,28,5/19/1997,VFF,AGF,0,4,5302,3,0,1,0
1103,1996/1997,29,5/23/1997,AaB,BIF,1,1,12095,2,0,0,1
1104,1996/1997,29,5/25/1997,AGF,HER,2,2,10330,2,0,0,1
1105,1996/1997,29,5/25/1997,FCK,SIF,3,0,6728,1,1,0,0
1106,1996/1997,29,5/25/1997,HVI,VB,0,1,1563,3,0,1,0
1107,1996/1997,29,5/25/1997,LBK,VFF,1,1,1311,2,0,0,1
1108,1996/1997,29,5/25/1997,OB,AB,1,2,3065,3,0,1,0
1109,1996/1997,30,5/29/1997,AB,FCK,0,1,6119,3,0,1,0
1110,1996/1997,30,5/29/1997,BIF,HVI,3,1,11492,1,1,0,0
1111,1996/1997,30,5/29/1997,HER,VFF,1,0,1760,1,1,0,0
1112,1996/1997,30,5/29/1997,OB,LBK,4,3,2363,1,1,0,0
1113,1996/1997,30,5/29/1997,SIF,AaB,1,1,3918,2,0,0,1
1114,1996/1997,30,5/29/1997,VB,AGF,1,1,12786,2,0,0,1
1115,1996/1997,31,6/1/1997,AGF,BIF,2,3,18472,3,0,1,0
1116,1996/1997,31,6/1/1997,FCK,OB,1,0,8065,1,1,0,0
1117,1996/1997,31,6/1/1997,HVI,SIF,0,1,1357,3,0,1,0
1118,1996/1997,31,6/1/1997,LBK,HER,1,1,2285,2,0,0,1
1119,1996/1997,31,6/1/1997,VFF,VB,1,1,2708,2,0,0,1
1120,1996/1997,31,6/1/1997,AaB,AB,1,3,5760,3,0,1,0
1121,1996/1997,32,6/11/1997,AB,HVI,7,1,2118,1,1,0,0
1122,1996/1997,32,6/11/1997,BIF,VFF,4,0,15011,1,1,0,0
1123,1996/1997,32,6/11/1997,FCK,LBK,1,1,7515,2,0,0,1
1124,1996/1997,32,6/11/1997,OB,AaB,1,1,2674,2,0,0,1
1125,1996/1997,32,6/11/1997,SIF,AGF,4,3,8036,1,1,0,0
1126,1996/1997,32,6/11/1997,VB,HER,4,1,9579,1,1,0,0
1127,1996/1997,33,6/15/1997,AGF,AB,2,1,7576,1,1,0,0
1128,1996/1997,33,6/15/1997,HER,BIF,1,2,8172,3,0,1,0
1129,1996/1997,33,6/15/1997,HVI,OB,4,3,771,1,1,0,0
1130,1996/1997,33,6/15/1997,LBK,VB,1,1,2723,2,0,0,1
1131,1996/1997,33,6/15/1997,VFF,SIF,0,2,1578,3,0,1,0
1132,1996/1997,33,6/15/1997,AaB,FCK,0,1,4850,3,0,1,0
1133,1997/1998,1,7/25/1997,AHF,AGF,2,1,15500,1,1,0,0
1134,1997/1998,1,7/27/1997,FCK,VB,2,1,6163,1,1,0,0
1135,1997/1998,1,7/27/1997,HER,SIF,0,2,1189,3,0,1,0
1136,1997/1998,1,7/27/1997,IFS,AB,0,4,2250,3,0,1,0
1137,1997/1998,1,7/27/1997,LBK,BIF,1,7,3806,3,0,1,0
1138,1997/1998,1,7/27/1997,OB,AaB,0,0,3357,2,0,0,1
1139,1997/1998,2,8/1/1997,AB,LBK,4,4,2321,2,0,0,1
1140,1997/1998,2,8/3/1997,AGF,OB,5,2,8000,1,1,0,0
1141,1997/1998,2,8/3/1997,BIF,AHF,4,2,12793,1,1,0,0
1142,1997/1998,2,8/3/1997,SIF,FCK,1,1,4880,2,0,0,1
1143,1997/1998,2,8/3/1997,VB,IFS,2,0,4040,1,1,0,0
1144,1997/1998,2,8/3/1997,AaB,HER,2,3,5750,3,0,1,0
1145,1997/1998,3,8/8/1997,FCK,AaB,4,3,7236,1,1,0,0
1146,1997/1998,3,8/8/1997,HER,AGF,1,3,1684,3,0,1,0
1147,1997/1998,3,8/8/1997,OB,BIF,0,1,6035,3,0,1,0
1148,1997/1998,3,8/8/1997,SIF,VB,2,1,3611,1,1,0,0
1149,1997/1998,3,8/10/1997,LBK,IFS,5,4,1321,1,1,0,0
1150,1997/1998,3,8/10/1997,AHF,AB,2,3,1958,3,0,1,0
1151,1997/1998,4,8/15/1997,AB,OB,2,1,1720,1,1,0,0
1152,1997/1998,4,8/15/1997,AGF,FCK,1,3,8650,3,0,1,0
1153,1997/1998,4,8/15/1997,BIF,HER,5,1,7456,1,1,0,0
1154,1997/1998,4,8/15/1997,IFS,AHF,2,1,1510,1,1,0,0
1155,1997/1998,4,8/15/1997,VB,LBK,1,0,2248,1,1,0,0
1156,1997/1998,4,8/15/1997,AaB,SIF,2,2,5540,2,0,0,1
1157,1997/1998,5,8/22/1997,FCK,BIF,4,1,31197,1,1,0,0
1158,1997/1998,5,8/22/1997,SIF,AGF,2,0,5448,1,1,0,0
1159,1997/1998,5,8/22/1997,AaB,VB,3,0,5175,1,1,0,0
1160,1997/1998,5,8/24/1997,HER,AB,0,0,1865,2,0,0,1
1161,1997/1998,5,8/24/1997,OB,IFS,1,2,2940,3,0,1,0
1162,1997/1998,5,8/24/1997,AHF,LBK,2,3,1275,3,0,1,0
1163,1997/1998,6,8/29/1997,AGF,AaB,0,1,5950,3,0,1,0
1164,1997/1998,6,8/31/1997,AB,FCK,1,1,9304,2,0,0,1
1165,1997/1998,6,8/31/1997,BIF,SIF,1,2,10833,3,0,1,0
1166,1997/1998,6,8/31/1997,IFS,HER,4,1,1913,1,1,0,0
1167,1997/1998,6,8/31/1997,LBK,OB,1,0,1935,1,1,0,0
1168,1997/1998,6,8/31/1997,VB,AHF,4,2,2500,1,1,0,0
1169,1997/1998,7,9/5/1997,AGF,VB,1,2,6319,3,0,1,0
1170,1997/1998,7,9/5/1997,FCK,IFS,3,1,7341,1,1,0,0
1171,1997/1998,7,9/5/1997,OB,AHF,1,1,5575,2,0,0,1
1172,1997/1998,7,9/5/1997,SIF,AB,1,0,4853,1,1,0,0
1173,1997/1998,7,9/5/1997,AaB,BIF,3,0,12964,1,1,0,0
1174,1997/1998,7,9/7/1997,HER,LBK,2,4,1202,3,0,1,0
1175,1997/1998,8,9/12/1997,BIF,AGF,2,0,8501,1,1,0,0
1176,1997/1998,8,9/14/1997,AB,AaB,2,0,2219,1,1,0,0
1177,1997/1998,8,9/14/1997,IFS,SIF,2,2,5057,2,0,0,1
1178,1997/1998,8,9/14/1997,LBK,FCK,0,4,7073,3,0,1,0
1179,1997/1998,8,9/14/1997,VB,OB,2,0,3626,1,1,0,0
1180,1997/1998,8,9/14/1997,AHF,HER,1,2,1100,3,0,1,0
1181,1997/1998,9,9/19/1997,SIF,LBK,0,0,3957,2,0,0,1
1182,1997/1998,9,9/21/1997,AGF,AB,1,1,4775,2,0,0,1
1183,1997/1998,9,9/21/1997,BIF,VB,1,2,9019,3,0,1,0
1184,1997/1998,9,9/21/1997,FCK,AHF,1,1,7612,2,0,0,1
1185,1997/1998,9,9/21/1997,HER,OB,4,1,1324,1,1,0,0
1186,1997/1998,9,9/21/1997,AaB,IFS,2,2,6825,2,0,0,1
1187,1997/1998,10,9/26/1997,AB,BIF,1,1,5192,2,0,0,1
1188,1997/1998,10,9/26/1997,IFS,AGF,1,3,3679,3,0,1,0
1189,1997/1998,10,9/26/1997,OB,FCK,2,3,10422,3,0,1,0
1190,1997/1998,10,9/28/1997,LBK,AaB,4,1,1804,1,1,0,0
1191,1997/1998,10,9/28/1997,VB,HER,3,0,3445,1,1,0,0
1192,1997/1998,10,9/28/1997,AHF,SIF,1,3,2062,3,0,1,0
1193,1997/1998,11,10/3/1997,VB,AB,1,4,3684,3,0,1,0
1194,1997/1998,11,10/5/1997,AGF,LBK,1,1,5720,2,0,0,1
1195,1997/1998,11,10/5/1997,BIF,IFS,5,0,8302,1,1,0,0
1196,1997/1998,11,10/5/1997,HER,FCK,2,2,3673,2,0,0,1
1197,1997/1998,11,10/5/1997,SIF,OB,1,1,4812,2,0,0,1
1198,1997/1998,11,10/5/1997,AaB,AHF,1,0,5715,1,1,0,0
1199,1997/1998,12,10/14/1997,AGF,BIF,0,3,13200,3,0,1,0
1200,1997/1998,12,10/14/1997,FCK,SIF,1,1,13301,2,0,0,1
1201,1997/1998,12,10/14/1997,HER,AaB,1,2,1312,3,0,1,0
1202,1997/1998,12,10/14/1997,IFS,VB,1,3,2940,3,0,1,0
1203,1997/1998,12,10/14/1997,LBK,AB,1,1,2206,2,0,0,1
1204,1997/1998,12,10/14/1997,OB,AHF,1,3,5782,3,0,1,0
1205,1997/1998,13,10/17/1997,AHF,AGF,1,2,5301,3,0,1,0
1206,1997/1998,13,10/19/1997,AB,IFS,1,2,1460,3,0,1,0
1207,1997/1998,13,10/19/1997,BIF,LBK,2,1,11771,1,1,0,0
1208,1997/1998,13,10/19/1997,SIF,HER,2,0,3455,1,1,0,0
1209,1997/1998,13,10/19/1997,VB,FCK,1,0,8038,1,1,0,0
1210,1997/1998,13,10/19/1997,AaB,OB,1,1,7725,2,0,0,1
1211,1997/1998,14,10/24/1997,IFS,BIF,2,4,5113,3,0,1,0
1212,1997/1998,14,10/26/1997,AB,VB,3,2,1582,1,1,0,0
1213,1997/1998,14,10/26/1997,AGF,AaB,4,1,5603,1,1,0,0
1214,1997/1998,14,10/26/1997,FCK,HER,3,1,7243,1,1,0,0
1215,1997/1998,14,10/26/1997,LBK,AHF,0,2,939,3,0,1,0
1216,1997/1998,14,10/26/1997,OB,SIF,1,3,5927,3,0,1,0
1217,1997/1998,15,10/31/1997,SIF,AGF,0,2,7270,3,0,1,0
1218,1997/1998,15,11/2/1997,BIF,AB,2,1,13764,1,1,0,0
1219,1997/1998,15,11/2/1997,FCK,OB,0,2,8355,3,0,1,0
1220,1997/1998,15,11/2/1997,HER,VB,3,1,1533,1,1,0,0
1221,1997/1998,15,11/2/1997,AaB,LBK,5,0,5515,1,1,0,0
1222,1997/1998,15,11/2/1997,AHF,IFS,5,3,1228,1,1,0,0
1223,1997/1998,16,11/7/1997,VB,BIF,1,4,8236,3,0,1,0
1224,1997/1998,16,11/9/1997,AB,AHF,6,1,1184,1,1,0,0
1225,1997/1998,16,11/9/1997,AGF,FCK,2,2,6672,2,0,0,1
1226,1997/1998,16,11/9/1997,IFS,AaB,0,2,2368,3,0,1,0
1227,1997/1998,16,11/9/1997,LBK,SIF,4,1,1012,1,1,0,0
1228,1997/1998,16,11/9/1997,OB,HER,3,3,7049,2,0,0,1
1229,1997/1998,17,11/14/1997,FCK,LBK,3,2,6305,1,1,0,0
1230,1997/1998,17,11/16/1997,HER,AGF,2,2,2173,2,0,0,1
1231,1997/1998,17,11/16/1997,OB,VB,2,1,7531,1,1,0,0
1232,1997/1998,17,11/16/1997,SIF,IFS,3,2,5103,1,1,0,0
1233,1997/1998,17,11/16/1997,AaB,AB,6,1,6526,1,1,0,0
1234,1997/1998,17,11/16/1997,AHF,BIF,1,3,3900,3,0,1,0
1235,1997/1998,18,11/21/1997,AB,SIF,1,2,2113,3,0,1,0
1236,1997/1998,18,11/23/1997,AGF,OB,1,1,6361,2,0,0,1
1237,1997/1998,18,11/23/1997,BIF,AaB,1,0,17129,1,1,0,0
1238,1997/1998,18,11/23/1997,IFS,FCK,1,2,2181,3,0,1,0
1239,1997/1998,18,11/23/1997,LBK,HER,1,1,1388,2,0,0,1
1240,1997/1998,18,11/23/1997,VB,AHF,3,3,2381,2,0,0,1
1241,1997/1998,19,3/13/1998,SIF,BIF,1,2,7184,3,0,1,0
1242,1997/1998,19,3/15/1998,AGF,VB,0,0,8556,2,0,0,1
1243,1997/1998,19,3/15/1998,FCK,AB,2,1,14520,1,1,0,0
1244,1997/1998,19,3/15/1998,HER,IFS,2,1,1459,1,1,0,0
1245,1997/1998,19,3/15/1998,AaB,AHF,3,1,8723,1,1,0,0
1246,1997/1998,22,4/5/1998,BIF,OB,3,2,12649,1,1,0,0
1247,1997/1998,20,3/20/1998,BIF,FCK,2,0,17612,1,1,0,0
1248,1997/1998,20,3/22/1998,AB,HER,2,1,3307,1,1,0,0
1249,1997/1998,20,3/22/1998,IFS,OB,1,4,2250,3,0,1,0
1250,1997/1998,20,3/22/1998,LBK,AGF,3,0,1794,1,1,0,0
1251,1997/1998,20,3/22/1998,VB,AaB,1,1,5484,2,0,0,1
1252,1997/1998,20,3/22/1998,AHF,SIF,0,1,2649,3,0,1,0
1253,1997/1998,21,3/27/1998,OB,AB,3,0,6193,1,1,0,0
1254,1997/1998,21,3/29/1998,AGF,IFS,3,1,5608,1,1,0,0
1255,1997/1998,21,3/29/1998,FCK,AHF,3,1,7845,1,1,0,0
1256,1997/1998,21,3/29/1998,HER,BIF,1,2,6091,3,0,1,0
1257,1997/1998,21,3/29/1998,LBK,VB,0,2,1865,3,0,1,0
1258,1997/1998,21,3/29/1998,SIF,AaB,4,0,4694,1,1,0,0
1259,1997/1998,19,4/1/1998,OB,LBK,0,1,6301,3,0,1,0
1260,1997/1998,22,4/5/1998,IFS,LBK,1,1,1126,2,0,0,1
1261,1997/1998,22,4/5/1998,VB,SIF,1,1,5101,2,0,0,1
1262,1997/1998,22,4/23/1998,AaB,FCK,0,1,7453,3,0,1,0
1263,1997/1998,22,4/29/1998,AB,AGF,4,4,1795,2,0,0,1
1264,1997/1998,25,4/19/1998,AHF,LBK,0,3,1000,3,0,1,0
1265,1997/1998,23,4/9/1998,AB,LBK,2,0,2732,1,1,0,0
1266,1997/1998,23,4/9/1998,BIF,AGF,1,1,11296,2,0,0,1
1267,1997/1998,23,4/9/1998,SIF,FCK,1,1,6535,2,0,0,1
1268,1997/1998,23,4/9/1998,VB,IFS,4,0,3032,1,1,0,0
1269,1997/1998,23,4/9/1998,AaB,HER,2,3,4885,3,0,1,0
1270,1997/1998,23,4/9/1998,AHF,OB,2,0,1263,1,1,0,0
1271,1997/1998,24,4/13/1998,AGF,AHF,1,1,10921,2,0,0,1
1272,1997/1998,24,4/13/1998,FCK,VB,4,1,11697,1,1,0,0
1273,1997/1998,24,4/13/1998,HER,SIF,0,4,1890,3,0,1,0
1274,1997/1998,24,4/13/1998,IFS,AB,1,1,1310,2,0,0,1
1275,1997/1998,24,4/13/1998,LBK,BIF,0,2,8176,3,0,1,0
1276,1997/1998,24,4/13/1998,OB,AaB,0,1,6336,3,0,1,0
1277,1997/1998,25,4/17/1998,HER,FCK,1,0,3470,1,1,0,0
1278,1997/1998,25,4/19/1998,BIF,IFS,3,1,10495,1,1,0,0
1279,1997/1998,25,4/19/1998,SIF,OB,1,1,5399,2,0,0,1
1280,1997/1998,25,4/19/1998,VB,AB,1,0,3597,1,1,0,0
1281,1997/1998,25,4/19/1998,AaB,AGF,2,4,8076,3,0,1,0
1282,1997/1998,22,4/29/1998,AHF,HER,1,1,1240,2,0,0,1
1283,1997/1998,26,4/24/1998,AB,BIF,3,1,4942,1,1,0,0
1284,1997/1998,26,4/26/1998,AGF,SIF,2,2,7708,2,0,0,1
1285,1997/1998,26,4/26/1998,IFS,AHF,1,2,1762,3,0,1,0
1286,1997/1998,26,4/26/1998,LBK,AaB,2,1,2033,1,1,0,0
1287,1997/1998,26,4/26/1998,OB,FCK,1,2,6504,3,0,1,0
1288,1997/1998,26,4/26/1998,VB,HER,4,2,2878,1,1,0,0
1289,1997/1998,27,5/3/1998,BIF,VB,5,0,10139,1,1,0,0
1290,1997/1998,27,5/3/1998,FCK,AGF,2,1,10003,1,1,0,0
1291,1997/1998,27,5/3/1998,HER,OB,1,0,1867,1,1,0,0
1292,1997/1998,27,5/3/1998,SIF,LBK,3,0,3936,1,1,0,0
1293,1997/1998,27,5/3/1998,AaB,IFS,1,1,4619,2,0,0,1
1294,1997/1998,27,5/3/1998,AHF,AB,1,0,1540,1,1,0,0
1295,1997/1998,28,5/8/1998,VB,OB,3,0,5828,1,1,0,0
1296,1997/1998,28,5/10/1998,AB,AaB,4,2,1872,1,1,0,0
1297,1997/1998,28,5/10/1998,AGF,HER,2,0,6276,1,1,0,0
1298,1997/1998,28,5/10/1998,BIF,AHF,7,1,10495,1,1,0,0
1299,1997/1998,28,5/10/1998,IFS,SIF,2,1,2226,1,1,0,0
1300,1997/1998,28,5/10/1998,LBK,FCK,2,1,6015,1,1,0,0
1301,1997/1998,29,5/14/1998,FCK,IFS,3,1,5723,1,1,0,0
1302,1997/1998,29,5/14/1998,HER,LBK,2,1,1620,1,1,0,0
1303,1997/1998,29,5/14/1998,OB,AGF,1,2,5041,3,0,1,0
1304,1997/1998,29,5/14/1998,SIF,AB,1,0,3377,1,1,0,0
