id,år,runde,dato,H,U,HM,UM,Tilskuere,Sejr,Hsejr,Usejr,Uafgjort
359,1992/1993,27,5/16/1993,AGF,NBK,1,1,5000,2,0,0,1
360,1992/1993,27,5/16/1993,FCK,SIF,0,0,7909,2,0,0,1
361,1992/1993,27,5/16/1993,OB,BIF,0,0,7847,2,0,0,1
362,1992/1993,27,5/16/1993,AaB,LBK,1,1,5300,2,0,0,1
363,1992/1993,28,5/23/1993,AGF,FCK,3,5,9600,3,0,1,0
364,1992/1993,28,5/23/1993,BIF,AaB,5,0,6808,1,1,0,0
365,1992/1993,28,5/23/1993,LBK,SIF,1,2,1061,3,0,1,0
366,1992/1993,28,5/23/1993,NBK,OB,1,3,1775,3,0,1,0
367,1992/1993,29,5/30/1993,FCK,LBK,2,2,7253,2,0,0,1
368,1992/1993,29,5/30/1993,OB,AGF,2,1,4194,1,1,0,0
369,1992/1993,29,5/30/1993,SIF,BIF,0,2,4366,3,0,1,0
370,1992/1993,29,5/30/1993,AaB,NBK,4,2,3500,1,1,0,0
371,1992/1993,30,6/6/1993,AGF,AaB,2,1,5800,1,1,0,0
372,1992/1993,30,6/6/1993,BIF,LBK,0,4,6682,3,0,1,0
373,1992/1993,30,6/6/1993,NBK,SIF,1,4,1293,3,0,1,0
374,1992/1993,30,6/6/1993,OB,FCK,2,0,12771,1,1,0,0
375,1992/1993,31,6/13/1993,BIF,FCK,2,3,18270,3,0,1,0
376,1992/1993,31,6/13/1993,LBK,NBK,5,0,1003,1,1,0,0
377,1992/1993,31,6/13/1993,SIF,AGF,0,0,5528,2,0,0,1
378,1992/1993,31,6/13/1993,AaB,OB,3,1,6200,1,1,0,0
379,1992/1993,32,6/20/1993,AGF,LBK,3,7,3500,3,0,1,0
380,1992/1993,32,6/20/1993,FCK,AaB,4,6,22862,3,0,1,0
381,1992/1993,32,6/20/1993,NBK,BIF,1,2,1313,3,0,1,0
382,1992/1993,32,6/20/1993,OB,SIF,2,1,3969,1,1,0,0
383,1993/1994,1,8/1/1993,FCK,AGF,2,0,6010,1,1,0,0
384,1993/1994,1,8/1/1993,LBK,OB,0,0,1466,2,0,0,1
385,1993/1994,1,8/1/1993,NBK,BIF,1,2,4283,3,0,1,0
386,1993/1994,1,8/1/1993,SIF,AaB,2,2,3005,2,0,0,1
387,1993/1994,1,8/1/1993,VFF,IFS,3,1,4622,1,1,0,0
388,1993/1994,2,8/8/1993,AGF,SIF,1,2,6600,3,0,1,0
389,1993/1994,2,8/8/1993,BIF,FCK,0,1,14460,3,0,1,0
390,1993/1994,2,8/8/1993,IFS,LBK,1,1,2305,2,0,0,1
391,1993/1994,2,8/8/1993,OB,NBK,3,1,3405,1,1,0,0
392,1993/1994,2,8/11/1993,AaB,VFF,2,2,6100,2,0,0,1
393,1993/1994,3,8/14/1993,FCK,OB,0,1,4628,3,0,1,0
394,1993/1994,3,8/15/1993,AGF,AaB,2,1,4900,1,1,0,0
395,1993/1994,3,8/15/1993,LBK,VFF,2,0,1600,1,1,0,0
396,1993/1994,3,8/15/1993,NBK,IFS,3,2,2339,1,1,0,0
397,1993/1994,3,8/15/1993,SIF,BIF,4,2,4060,1,1,0,0
398,1993/1994,4,8/22/1993,IFS,FCK,2,3,4064,3,0,1,0
399,1993/1994,4,8/22/1993,VFF,NBK,5,2,2610,1,1,0,0
400,1993/1994,4,8/22/1993,AaB,LBK,3,0,4300,1,1,0,0
401,1993/1994,4,8/25/1993,OB,SIF,2,0,6611,1,1,0,0
402,1993/1994,5,8/29/1993,SIF,IFS,3,1,4256,1,1,0,0
403,1993/1994,5,8/28/1993,AGF,OB,2,2,4800,2,0,0,1
404,1993/1994,5,8/29/1993,FCK,VFF,4,1,5241,1,1,0,0
405,1993/1994,5,8/29/1993,NBK,LBK,8,2,1759,1,1,0,0
406,1993/1994,6,9/5/1993,IFS,AGF,2,2,2936,2,0,0,1
407,1993/1994,5,8/30/1993,BIF,AaB,1,1,3586,2,0,0,1
408,1993/1994,4,9/2/1993,BIF,AGF,2,0,4001,1,1,0,0
409,1993/1994,6,9/5/1993,LBK,FCK,1,1,6122,2,0,0,1
410,1993/1994,6,9/5/1993,OB,BIF,2,1,8172,1,1,0,0
411,1993/1994,6,9/5/1993,VFF,SIF,0,3,6670,3,0,1,0
412,1993/1994,6,9/5/1993,AaB,NBK,2,0,5300,1,1,0,0
413,1993/1994,7,9/10/1993,BIF,IFS,1,1,3205,2,0,0,1
414,1993/1994,7,9/10/1993,FCK,NBK,0,0,3859,2,0,0,1
415,1993/1994,7,9/10/1993,OB,AaB,0,0,2203,2,0,0,1
416,1993/1994,7,9/11/1993,AGF,VFF,6,0,4800,1,1,0,0
417,1993/1994,7,9/11/1993,SIF,LBK,3,0,3004,1,1,0,0
418,1993/1994,8,9/19/1993,IFS,OB,1,0,2493,1,1,0,0
419,1993/1994,8,9/19/1993,LBK,AGF,3,1,2148,1,1,0,0
420,1993/1994,8,9/19/1993,NBK,SIF,1,1,2630,2,0,0,1
421,1993/1994,8,9/19/1993,VFF,BIF,2,2,3924,2,0,0,1
422,1993/1994,8,9/20/1993,AaB,FCK,0,1,4900,3,0,1,0
423,1993/1994,9,9/25/1993,BIF,LBK,1,1,4155,2,0,0,1
424,1993/1994,9,9/25/1993,OB,VFF,4,0,1602,1,1,0,0
425,1993/1994,9,9/25/1993,SIF,FCK,4,1,5140,1,1,0,0
426,1993/1994,9,9/25/1993,AaB,IFS,2,2,3100,2,0,0,1
427,1993/1994,9,10/19/1993,AGF,NBK,4,0,3700,1,1,0,0
428,1993/1994,10,10/3/1993,AGF,BIF,3,1,6900,1,1,0,0
429,1993/1994,10,10/3/1993,FCK,IFS,0,3,3120,3,0,1,0
430,1993/1994,10,10/3/1993,LBK,AaB,1,0,1581,1,1,0,0
431,1993/1994,10,10/3/1993,NBK,VFF,1,2,1773,3,0,1,0
432,1993/1994,10,10/3/1993,SIF,OB,3,0,6034,1,1,0,0
433,1993/1994,11,10/10/1993,BIF,SIF,3,0,7268,1,1,0,0
434,1993/1994,11,10/10/1993,IFS,NBK,5,2,2004,1,1,0,0
435,1993/1994,11,10/10/1993,OB,FCK,1,0,5660,1,1,0,0
436,1993/1994,11,10/10/1993,VFF,LBK,1,1,2026,2,0,0,1
437,1993/1994,11,10/10/1993,AaB,AGF,4,1,5300,1,1,0,0
438,1993/1994,12,10/16/1993,FCK,BIF,3,1,9748,1,1,0,0
439,1993/1994,12,10/17/1993,LBK,IFS,2,0,1512,1,1,0,0
440,1993/1994,12,10/17/1993,NBK,OB,0,2,1362,3,0,1,0
441,1993/1994,12,10/17/1993,SIF,AGF,0,0,5693,2,0,0,1
442,1993/1994,12,10/17/1993,VFF,AaB,2,2,2980,2,0,0,1
443,1993/1994,13,10/24/1993,AGF,FCK,1,2,6700,3,0,1,0
444,1993/1994,13,10/24/1993,BIF,NBK,5,0,5653,1,1,0,0
445,1993/1994,13,10/24/1993,IFS,VFF,3,0,4403,1,1,0,0
446,1993/1994,13,10/24/1993,OB,LBK,0,0,3574,2,0,0,1
447,1993/1994,13,10/24/1993,AaB,SIF,2,2,5000,2,0,0,1
448,1993/1994,14,10/30/1993,LBK,BIF,0,0,4570,2,0,0,1
449,1993/1994,14,10/31/1993,FCK,SIF,1,2,6320,3,0,1,0
450,1993/1994,14,10/31/1993,IFS,AaB,2,1,2464,1,1,0,0
451,1993/1994,14,10/31/1993,NBK,AGF,3,2,1046,1,1,0,0
452,1993/1994,14,10/31/1993,VFF,OB,2,3,1995,3,0,1,0
453,1993/1994,15,11/7/1993,BIF,VFF,3,1,5643,1,1,0,0
454,1993/1994,15,11/7/1993,FCK,AaB,2,0,3317,1,1,0,0
455,1993/1994,15,11/7/1993,OB,IFS,1,1,2815,2,0,0,1
456,1993/1994,15,11/7/1993,SIF,NBK,0,0,3246,2,0,0,1
457,1993/1994,15,11/8/1993,AGF,LBK,0,0,1900,2,0,0,1
458,1993/1994,16,11/13/1993,IFS,BIF,0,1,3044,3,0,1,0
459,1993/1994,16,11/13/1993,AaB,OB,1,1,3100,2,0,0,1
460,1993/1994,16,11/14/1993,LBK,SIF,2,2,1433,2,0,0,1
461,1993/1994,16,11/14/1993,NBK,FCK,2,4,1928,3,0,1,0
462,1993/1994,16,11/14/1993,VFF,AGF,2,3,3095,3,0,1,0
463,1993/1994,17,11/20/1993,BIF,OB,4,2,3551,1,1,0,0
464,1993/1994,17,11/21/1993,AGF,IFS,2,2,2000,2,0,0,1
465,1993/1994,17,11/21/1993,FCK,LBK,0,1,3054,3,0,1,0
466,1993/1994,17,11/21/1993,NBK,AaB,2,3,475,3,0,1,0
467,1993/1994,17,11/21/1993,SIF,VFF,1,0,1728,1,1,0,0
468,1993/1994,18,11/28/1993,IFS,SIF,2,2,2335,2,0,0,1
469,1993/1994,18,11/28/1993,LBK,NBK,2,2,1033,2,0,0,1
470,1993/1994,18,11/28/1993,OB,AGF,3,0,1393,1,1,0,0
471,1993/1994,18,11/28/1993,VFF,FCK,2,7,823,3,0,1,0
472,1993/1994,18,11/28/1993,AaB,BIF,2,2,2250,2,0,0,1
473,1993/1994,19,3/20/1994,BIF,SIF,2,2,9481,2,0,0,1
474,1993/1994,19,3/20/1994,LBK,FCK,0,3,3140,3,0,1,0
475,1993/1994,19,4/13/1994,IFS,OB,0,0,1580,2,0,0,1
476,1993/1994,19,4/21/1994,AGF,AaB,1,1,2400,2,0,0,1
477,1993/1994,20,3/27/1994,FCK,AGF,1,3,5649,3,0,1,0
478,1993/1994,20,3/27/1994,OB,BIF,0,3,8580,3,0,1,0
479,1993/1994,20,3/27/1994,SIF,LBK,2,0,5141,1,1,0,0
480,1993/1994,20,3/27/1994,AaB,IFS,1,0,4100,1,1,0,0
481,1993/1994,21,3/31/1994,AGF,SIF,0,3,8300,3,0,1,0
482,1993/1994,21,3/31/1994,IFS,FCK,0,2,1652,3,0,1,0
483,1993/1994,21,3/31/1994,LBK,BIF,2,1,4347,1,1,0,0
484,1993/1994,21,3/31/1994,AaB,OB,2,2,4000,2,0,0,1
485,1993/1994,22,4/4/1994,BIF,AGF,2,1,7850,1,1,0,0
486,1993/1994,22,4/4/1994,FCK,AaB,3,3,4379,2,0,0,1
487,1993/1994,22,4/4/1994,OB,LBK,1,0,2230,1,1,0,0
488,1993/1994,22,4/4/1994,SIF,IFS,0,1,4576,3,0,1,0
489,1993/1994,23,4/10/1994,AGF,LBK,0,1,4000,3,0,1,0
490,1993/1994,23,4/10/1994,FCK,OB,1,1,5650,2,0,0,1
491,1993/1994,23,4/10/1994,IFS,BIF,1,1,3347,2,0,0,1
492,1993/1994,23,4/10/1994,AaB,SIF,1,1,5500,2,0,0,1
493,1993/1994,24,4/17/1994,BIF,AaB,1,1,8782,2,0,0,1
494,1993/1994,24,4/17/1994,LBK,IFS,1,2,1287,3,0,1,0
495,1993/1994,24,4/17/1994,OB,AGF,2,0,3703,1,1,0,0
496,1993/1994,24,4/17/1994,SIF,FCK,5,0,6546,1,1,0,0
497,1993/1994,25,4/24/1994,FCK,BIF,2,1,24123,1,1,0,0
498,1993/1994,25,4/24/1994,IFS,AGF,0,1,2141,3,0,1,0
499,1993/1994,25,4/24/1994,OB,SIF,3,0,10716,1,1,0,0
500,1993/1994,25,4/24/1994,AaB,LBK,2,0,5100,1,1,0,0
501,1993/1994,26,5/1/1994,AGF,BIF,0,2,6000,3,0,1,0
502,1993/1994,26,5/1/1994,IFS,SIF,0,3,4947,3,0,1,0
503,1993/1994,26,5/1/1994,LBK,OB,2,0,1944,1,1,0,0
504,1993/1994,26,5/1/1994,AaB,FCK,0,3,11100,3,0,1,0
505,1993/1994,27,5/8/1994,BIF,LBK,2,1,8747,1,1,0,0
506,1993/1994,27,5/8/1994,FCK,IFS,2,1,8081,1,1,0,0
507,1993/1994,27,5/8/1994,OB,AaB,2,1,4131,1,1,0,0
508,1993/1994,27,5/8/1994,SIF,AGF,1,0,6273,1,1,0,0
509,1993/1994,28,5/15/1994,AGF,FCK,0,1,4000,3,0,1,0
510,1993/1994,28,5/15/1994,BIF,OB,0,0,8362,2,0,0,1
511,1993/1994,28,5/15/1994,IFS,AaB,1,4,1416,3,0,1,0
512,1993/1994,28,5/15/1994,LBK,SIF,4,1,3558,1,1,0,0
513,1993/1994,29,5/23/1994,FCK,LBK,3,0,8453,1,1,0,0
514,1993/1994,29,5/23/1994,OB,IFS,2,2,4141,2,0,0,1
515,1993/1994,29,5/23/1994,SIF,BIF,1,0,11112,1,1,0,0
516,1993/1994,29,5/23/1994,AaB,AGF,0,0,4900,2,0,0,1
517,1993/1994,30,5/29/1994,AGF,IFS,2,4,2800,3,0,1,0
518,1993/1994,30,5/29/1994,BIF,FCK,1,0,14642,1,1,0,0
519,1993/1994,30,5/29/1994,LBK,AaB,0,1,888,3,0,1,0
520,1993/1994,30,5/29/1994,SIF,OB,1,0,9025,1,1,0,0
521,1993/1994,31,6/5/1994,AGF,OB,2,1,2200,1,1,0,0
522,1993/1994,31,6/5/1994,FCK,SIF,4,1,26679,1,1,0,0
523,1993/1994,31,6/5/1994,IFS,LBK,2,2,1306,2,0,0,1
524,1993/1994,31,6/5/1994,AaB,BIF,1,3,8700,3,0,1,0
525,1993/1994,32,6/12/1994,BIF,IFS,2,2,5038,2,0,0,1
526,1993/1994,32,6/12/1994,LBK,AGF,4,1,664,1,1,0,0
527,1993/1994,32,6/12/1994,OB,FCK,3,2,8851,1,1,0,0
528,1993/1994,32,6/12/1994,SIF,AaB,2,0,11674,1,1,0,0
529,1994/1995,1,8/6/1994,OB,AGF,1,0,2341,1,1,0,0
530,1994/1995,1,8/6/1994,SIF,LBK,2,2,2903,2,0,0,1
531,1994/1995,1,8/6/1994,AaB,FCK,5,2,4900,1,1,0,0
532,1994/1995,1,8/7/1994,BIF,IFS,1,0,6274,1,1,0,0
533,1994/1995,1,8/7/1994,AMA,NBK,1,2,4360,3,0,1,0
534,1994/1995,2,8/14/1994,AGF,BIF,0,2,4800,3,0,1,0
535,1994/1995,2,8/14/1994,FCK,AMA,2,3,7224,3,0,1,0
536,1994/1995,2,8/14/1994,IFS,AaB,1,2,1418,3,0,1,0
537,1994/1995,2,8/14/1994,LBK,OB,2,1,1504,1,1,0,0
538,1994/1995,2,8/14/1994,NBK,SIF,0,0,2922,2,0,0,1
539,1994/1995,3,8/20/1994,BIF,OB,1,1,5872,2,0,0,1
540,1994/1995,3,8/20/1994,SIF,FCK,3,3,4523,2,0,0,1
541,1994/1995,3,8/21/1994,AMA,IFS,3,2,3983,1,1,0,0
542,1994/1995,3,8/21/1994,NBK,LBK,2,2,3009,2,0,0,1
543,1994/1995,3,8/21/1994,AaB,AGF,5,0,8800,1,1,0,0
544,1994/1995,4,8/28/1994,AGF,AMA,2,1,2800,1,1,0,0
545,1994/1995,4,8/28/1994,FCK,NBK,1,1,4408,2,0,0,1
546,1994/1995,4,8/28/1994,IFS,SIF,1,1,2418,2,0,0,1
547,1994/1995,4,8/28/1994,LBK,BIF,0,3,6174,3,0,1,0
548,1994/1995,4,8/28/1994,OB,AaB,2,4,3829,3,0,1,0
549,1994/1995,5,8/31/1994,AMA,OB,0,2,3825,3,0,1,0
550,1994/1995,5,8/31/1994,FCK,LBK,0,3,5480,3,0,1,0
551,1994/1995,5,8/31/1994,NBK,IFS,2,2,2466,2,0,0,1
552,1994/1995,5,8/31/1994,SIF,AGF,0,0,4386,2,0,0,1
553,1994/1995,5,8/31/1994,AaB,BIF,4,1,20533,1,1,0,0
554,1994/1995,6,9/4/1994,AGF,NBK,2,2,3700,2,0,0,1
555,1994/1995,6,9/4/1994,BIF,AMA,3,0,9221,1,1,0,0
556,1994/1995,6,9/4/1994,IFS,FCK,2,0,2107,1,1,0,0
557,1994/1995,6,9/4/1994,LBK,AaB,3,0,6074,1,1,0,0
558,1994/1995,6,9/4/1994,OB,SIF,3,0,4842,1,1,0,0
559,1994/1995,7,9/10/1994,FCK,AGF,1,1,4014,2,0,0,1
560,1994/1995,7,9/10/1994,NBK,OB,1,3,1919,3,0,1,0
561,1994/1995,7,9/11/1994,AMA,AaB,1,2,3898,3,0,1,0
562,1994/1995,7,9/11/1994,IFS,LBK,2,2,1726,2,0,0,1
563,1994/1995,7,9/11/1994,SIF,BIF,0,2,4537,3,0,1,0
564,1994/1995,8,9/18/1994,AGF,IFS,0,2,3800,3,0,1,0
565,1994/1995,8,9/18/1994,BIF,NBK,2,0,7620,1,1,0,0
566,1994/1995,8,9/18/1994,LBK,AMA,2,3,2462,3,0,1,0
567,1994/1995,8,9/18/1994,OB,FCK,4,1,4721,1,1,0,0
568,1994/1995,8,9/18/1994,AaB,SIF,2,0,11600,1,1,0,0
569,1994/1995,9,9/23/1994,FCK,BIF,2,1,16779,1,1,0,0
570,1994/1995,9,9/24/1994,IFS,OB,1,4,1330,3,0,1,0
571,1994/1995,9,9/25/1994,LBK,AGF,2,2,1122,2,0,0,1
572,1994/1995,9,9/25/1994,NBK,AaB,1,1,2490,2,0,0,1
573,1994/1995,9,9/25/1994,SIF,AMA,1,0,2510,1,1,0,0
574,1994/1995,10,10/2/1994,BIF,LBK,3,2,7861,1,1,0,0
575,1994/1995,10,10/2/1994,AMA,AGF,0,1,2882,3,0,1,0
576,1994/1995,10,10/2/1994,NBK,FCK,2,3,3112,3,0,1,0
577,1994/1995,10,10/2/1994,SIF,IFS,1,0,3136,1,1,0,0
578,1994/1995,10,10/2/1994,AaB,OB,2,1,11200,1,1,0,0
579,1994/1995,11,10/7/1994,OB,BIF,0,0,6330,2,0,0,1
580,1994/1995,11,10/8/1994,AGF,AaB,0,3,5200,3,0,1,0
581,1994/1995,11,10/9/1994,FCK,SIF,3,0,5725,1,1,0,0
582,1994/1995,11,10/9/1994,IFS,AMA,4,0,2059,1,1,0,0
583,1994/1995,11,10/9/1994,LBK,NBK,2,2,1402,2,0,0,1
584,1994/1995,12,10/15/1994,OB,LBK,2,1,2726,1,1,0,0
585,1994/1995,12,10/16/1994,BIF,AGF,5,1,8172,1,1,0,0
586,1994/1995,12,10/16/1994,AMA,FCK,3,2,4150,1,1,0,0
587,1994/1995,12,10/16/1994,SIF,NBK,0,1,2705,3,0,1,0
588,1994/1995,12,10/16/1994,AaB,IFS,2,0,9250,1,1,0,0
589,1994/1995,13,10/23/1994,AGF,OB,5,0,5500,1,1,0,0
590,1994/1995,13,10/23/1994,FCK,AaB,2,0,8035,1,1,0,0
591,1994/1995,13,10/23/1994,IFS,BIF,0,2,3521,3,0,1,0
592,1994/1995,13,10/23/1994,LBK,SIF,3,2,2038,1,1,0,0
593,1994/1995,13,10/23/1994,NBK,AMA,2,1,3556,1,1,0,0
594,1994/1995,14,10/29/1994,OB,IFS,1,1,2183,2,0,0,1
595,1994/1995,14,10/30/1994,AGF,LBK,2,0,8400,1,1,0,0
596,1994/1995,14,10/30/1994,BIF,FCK,0,4,16478,3,0,1,0
597,1994/1995,14,10/30/1994,AMA,SIF,1,3,2093,3,0,1,0
598,1994/1995,14,10/30/1994,AaB,NBK,4,0,7300,1,1,0,0
599,1994/1995,15,11/6/1994,FCK,OB,0,1,8248,3,0,1,0
600,1994/1995,15,11/6/1994,AMA,LBK,0,5,1486,3,0,1,0
601,1994/1995,15,11/6/1994,IFS,AGF,1,1,4337,2,0,0,1
602,1994/1995,15,11/6/1994,NBK,BIF,2,3,5949,3,0,1,0
603,1994/1995,15,11/6/1994,SIF,AaB,2,1,5017,1,1,0,0
604,1994/1995,16,11/12/1994,BIF,SIF,0,0,6002,2,0,0,1
605,1994/1995,16,11/12/1994,OB,NBK,2,0,2359,1,1,0,0
606,1994/1995,16,11/13/1994,AGF,FCK,3,1,9200,1,1,0,0
607,1994/1995,16,11/13/1994,LBK,IFS,2,0,1411,1,1,0,0
608,1994/1995,16,11/13/1994,AaB,AMA,4,2,6100,1,1,0,0
609,1994/1995,17,11/19/1994,FCK,IFS,3,2,5763,1,1,0,0
610,1994/1995,17,11/19/1994,AMA,BIF,1,6,2135,3,0,1,0
611,1994/1995,17,11/19/1994,NBK,AGF,4,1,3643,1,1,0,0
612,1994/1995,17,11/19/1994,SIF,OB,1,1,2651,2,0,0,1
613,1994/1995,17,11/20/1994,AaB,LBK,1,1,6650,2,0,0,1
614,1994/1995,18,11/27/1994,AGF,SIF,0,5,7000,3,0,1,0
615,1994/1995,18,11/27/1994,BIF,AaB,6,2,12011,1,1,0,0
616,1994/1995,18,11/27/1994,IFS,NBK,1,2,487,3,0,1,0
617,1994/1995,18,11/27/1994,LBK,FCK,0,0,2313,2,0,0,1
618,1994/1995,18,11/27/1994,OB,AMA,2,1,1957,1,1,0,0
619,1994/1995,19,3/19/1995,AGF,OB,2,1,6600,1,1,0,0
620,1994/1995,19,3/19/1995,BIF,LBK,1,2,9110,3,0,1,0
621,1994/1995,19,3/19/1995,FCK,NBK,2,1,5484,1,1,0,0
622,1994/1995,19,3/19/1995,AaB,SIF,2,1,7700,1,1,0,0
623,1994/1995,20,3/24/1995,OB,BIF,1,1,7395,2,0,0,1
624,1994/1995,20,3/25/1995,NBK,AaB,1,1,1897,2,0,0,1
625,1994/1995,20,3/26/1995,LBK,FCK,1,0,4060,1,1,0,0
626,1994/1995,20,3/26/1995,SIF,AGF,3,1,5335,1,1,0,0
627,1994/1995,21,4/2/1995,AGF,NBK,0,0,5200,2,0,0,1
628,1994/1995,21,4/2/1995,BIF,SIF,0,0,9089,2,0,0,1
629,1994/1995,21,4/2/1995,OB,LBK,3,1,4237,1,1,0,0
630,1994/1995,21,4/2/1995,AaB,FCK,2,2,8250,2,0,0,1
631,1994/1995,22,4/9/1995,FCK,AGF,2,2,6622,2,0,0,1
632,1994/1995,22,4/9/1995,LBK,AaB,2,2,2671,2,0,0,1
633,1994/1995,22,4/9/1995,NBK,BIF,2,2,5531,2,0,0,1
634,1994/1995,22,4/9/1995,SIF,OB,2,0,5733,1,1,0,0
635,1994/1995,23,4/17/1995,AGF,AaB,2,1,11000,1,1,0,0
636,1994/1995,23,4/17/1995,BIF,FCK,2,3,15114,3,0,1,0
637,1994/1995,23,4/17/1995,OB,NBK,0,2,4288,3,0,1,0
638,1994/1995,23,4/17/1995,SIF,LBK,4,1,5198,1,1,0,0
639,1994/1995,24,4/21/1995,FCK,OB,1,1,9181,2,0,0,1
640,1994/1995,24,4/21/1995,AaB,BIF,1,2,12550,3,0,1,0
641,1994/1995,24,4/22/1995,NBK,SIF,0,0,2315,2,0,0,1
642,1994/1995,24,4/23/1995,LBK,AGF,2,0,2091,1,1,0,0
643,1994/1995,25,4/30/1995,BIF,AGF,4,1,10074,1,1,0,0
644,1994/1995,25,4/30/1995,LBK,NBK,3,2,1889,1,1,0,0
645,1994/1995,25,4/30/1995,OB,AaB,0,4,6497,3,0,1,0
646,1994/1995,25,4/30/1995,SIF,FCK,4,1,7044,1,1,0,0
647,1994/1995,26,5/7/1995,AGF,FCK,3,0,8300,1,1,0,0
648,1994/1995,26,5/7/1995,BIF,NBK,2,1,10358,1,1,0,0
649,1994/1995,26,5/7/1995,OB,SIF,2,4,4139,3,0,1,0
650,1994/1995,26,5/7/1995,AaB,LBK,1,0,7700,1,1,0,0
651,1994/1995,27,5/14/1995,FCK,AaB,0,4,6916,3,0,1,0
652,1994/1995,27,5/14/1995,LBK,OB,1,4,2350,3,0,1,0
653,1994/1995,27,5/14/1995,NBK,AGF,1,2,1866,3,0,1,0
654,1994/1995,27,5/14/1995,SIF,BIF,2,0,12288,1,1,0,0
655,1994/1995,28,5/21/1995,AGF,SIF,1,0,19973,1,1,0,0
656,1994/1995,28,5/21/1995,BIF,OB,2,0,11046,1,1,0,0
657,1994/1995,28,5/21/1995,FCK,LBK,3,2,4725,1,1,0,0
658,1994/1995,28,5/21/1995,AaB,NBK,5,1,9100,1,1,0,0
659,1994/1995,29,5/28/1995,LBK,BIF,0,3,8060,3,0,1,0
660,1994/1995,29,5/28/1995,NBK,FCK,3,2,2756,1,1,0,0
661,1994/1995,29,5/28/1995,OB,AGF,3,1,3778,1,1,0,0
662,1994/1995,29,5/28/1995,SIF,AaB,0,2,11090,3,0,1,0
663,1994/1995,30,6/3/1995,AGF,BIF,3,0,10800,1,1,0,0
664,1994/1995,30,6/3/1995,FCK,SIF,2,2,4206,2,0,0,1
665,1994/1995,30,6/3/1995,AaB,OB,0,0,11200,2,0,0,1
666,1994/1995,30,6/5/1995,NBK,LBK,2,1,2419,1,1,0,0
667,1994/1995,31,6/11/1995,AGF,LBK,3,2,6600,1,1,0,0
668,1994/1995,31,6/11/1995,BIF,AaB,2,1,17678,1,1,0,0
669,1994/1995,31,6/11/1995,OB,FCK,1,2,3519,3,0,1,0
670,1994/1995,31,6/11/1995,SIF,NBK,1,2,2982,3,0,1,0
671,1994/1995,32,6/18/1995,FCK,BIF,1,0,36623,1,1,0,0
672,1994/1995,32,6/18/1995,LBK,SIF,2,0,620,1,1,0,0
673,1994/1995,32,6/18/1995,NBK,OB,3,1,1752,1,1,0,0
674,1994/1995,32,6/18/1995,AaB,AGF,4,0,13400,1,1,0,0
675,1995/1996,1,7/30/1995,AGF,SIF,0,0,10000,2,0,0,1
676,1995/1996,1,7/30/1995,FCK,VFF,4,1,5033,1,1,0,0
677,1995/1996,1,7/30/1995,IFS,AaB,0,3,4123,3,0,1,0
678,1995/1996,1,7/30/1995,LBK,NBK,1,1,1451,2,0,0,1
679,1995/1996,1,7/30/1995,VB,BIF,1,3,8218,3,0,1,0
680,1995/1996,1,8/9/1995,HER,OB,1,2,1452,3,0,1,0
681,1995/1996,2,8/2/1995,BIF,LBK,2,2,11012,2,0,0,1
682,1995/1996,2,8/2/1995,NBK,AGF,2,4,3391,3,0,1,0
683,1995/1996,2,8/2/1995,OB,IFS,2,0,4405,1,1,0,0
684,1995/1996,2,8/2/1995,SIF,HER,1,0,4636,1,1,0,0
685,1995/1996,2,8/2/1995,VFF,VB,0,2,2246,3,0,1,0
686,1995/1996,2,8/2/1995,AaB,FCK,1,0,10300,1,1,0,0
687,1995/1996,3,8/4/1995,AGF,BIF,3,1,11000,1,1,0,0
688,1995/1996,3,8/4/1995,IFS,SIF,1,0,5346,1,1,0,0
689,1995/1996,3,8/5/1995,AaB,VFF,8,1,6950,1,1,0,0
690,1995/1996,3,8/6/1995,FCK,OB,2,1,6183,1,1,0,0
691,1995/1996,3,8/6/1995,HER,NBK,2,0,2405,1,1,0,0
692,1995/1996,3,8/6/1995,LBK,VB,3,0,1197,1,1,0,0
693,1995/1996,4,8/11/1995,BIF,HER,3,2,7940,1,1,0,0
694,1995/1996,4,8/11/1995,OB,AaB,1,1,6364,2,0,0,1
695,1995/1996,4,8/11/1995,SIF,FCK,3,1,4589,1,1,0,0
696,1995/1996,4,8/11/1995,VB,AGF,0,0,6564,2,0,0,1
697,1995/1996,4,8/13/1995,NBK,IFS,1,1,2037,2,0,0,1
698,1995/1996,4,8/13/1995,VFF,LBK,0,2,1164,3,0,1,0
699,1995/1996,5,8/18/1995,IFS,BIF,1,2,3859,3,0,1,0
700,1995/1996,5,8/18/1995,AaB,SIF,4,1,9450,1,1,0,0
701,1995/1996,5,8/20/1995,AGF,LBK,2,1,7900,1,1,0,0
702,1995/1996,5,8/20/1995,FCK,NBK,3,1,6041,1,1,0,0
703,1995/1996,5,8/20/1995,HER,VB,2,4,1277,3,0,1,0
704,1995/1996,5,8/20/1995,OB,VFF,3,1,3442,1,1,0,0
705,1995/1996,6,8/27/1995,BIF,FCK,1,4,17117,3,0,1,0
706,1995/1996,6,8/27/1995,LBK,HER,2,0,1274,1,1,0,0
707,1995/1996,6,8/27/1995,NBK,AaB,1,1,2567,2,0,0,1
708,1995/1996,6,8/27/1995,SIF,OB,2,1,4984,1,1,0,0
709,1995/1996,6,8/27/1995,VB,IFS,1,1,3796,2,0,0,1
